,LOC,ORG,GPE,WORK_OF_ART,url
103,East Malaita,"MNGFR, Solomon Star Auki Office, the Provincial Assembly Chamber, the Auki Office of Solomon Star",,THE Malaita New Government for Fundamental Redirection,https://www.solomonstarnews.com/not-the-fini-govt/
104,"West Papuan, the South Pacific","Melanesian Spearhead Group, Ap, Solomon Islands Solidarity, the Melanesian Spearhead Group, PNG, MSG, the Kanak Socialist National Liberation Front of New Caledonia, the United Liberation Movement, ULMWP, the International Spokesperson for the Free West, the Green State Vision, SI Solidarity Group","Vanuatu, West Papua, Port Vila, Solomon Islands, Papua New Guinea, Fiji, Indonesia, East Timor, MSG, Melanesia","Encouragingly, Vanuatu",https://www.solomonstarnews.com/is-it-time-that-melanesian-leaders-allow-west-papua-to-sit-at-the-msg-table/
105,Western Provincial,"the Provincial Agriculture Division, ULUTAH GINA","the Western Province, Honiara, Gizo",The Gizo Market Manger,https://www.solomonstarnews.com/soaring-gizo-market-prices-leaves-consumers-struggling/
106,,"High Court, JPR, JM, Sexual Intercourse, Justice Maina, the Lata Police Station, Donation Houa, Crown","Lata, Temotu Province, Honiara",,https://www.solomonstarnews.com/two-child-abusers-in-temotu-jailed/
107,,"the Office of the Independent Group of MPs, the High Court, the National General Election, Parliament, the National Parliament, Questions 1 & 2, the National Parliament of Solomon Islands",Honiara,,https://www.solomonstarnews.com/cj-to-hear-constitutional-challenge-on-july-27/
108,"East, West","The Office of the Prime, Cabinet, OPMC, Thanksgiving Church Service, Live Music and String Band, the National Organizing Committee","Multi, Honiara, Britain","Rising Above and Overcoming our Challenges, Theme",https://www.solomonstarnews.com/independence-anniversary-theme-endorsed/
109,"the Solomon Islands Roads and Aviation Project, Temotu","Munda International Airport Terminal Building, the Solomon Islands Government, the World Bank, SIRAP, Makira-Ulawa","Western Province, Solomon Islands, Munda, Malaita, Noro",,https://www.solomonstarnews.com/munda-international-airport-terminal-nears-completion/
110,Silver Lake,"Guadalcanal, the Honiara Magistrate’s Court, WOA, Westpac Bank, the High Court, the Court of Appeal","Malaita, Waneakwasia, Wanefiolo, Baemaelia",,https://www.solomonstarnews.com/in-court-with-assumpta-38/
111,,"Kukum, the Royal Solomon Island Police Force, Honiara City Police, PPC, Honiara City Police Chief",,,https://www.solomonstarnews.com/5-unidentified-masked-men-use-petrol-bomb-attacked-couple-in-honiara/
112,East Malaita,"MARA Political Advisor, Asian Mining Company, The New Asian Mining Company, the Malaita New Government for Fundamental Redirection, MNGFR, the New Asian Mining Company, Asia Mining Company, the Provincial Business Licence, the Mineral Board, the Acting PS, the Asian New Mining Company, WILSON SAENI","Malaita, Auki","Mining Licence, NOT THE FINI GOVT",https://www.solomonstarnews.com/mara-denies-granting-licence/
113,,"Mbokona Community High School, the School’s Disciplinary Committee, RAPPP, Lungga Community High School, Lungga Community High school, King George Sixth School, Lunga Community High School",Honiara,,https://www.solomonstarnews.com/copen-awareness-proven-positive/
114,,"Government, Opposition Press",,,https://www.solomonstarnews.com/wale-acknowledge-govt-move-to-ban-plastic/
115,,"Noro, ULUTAH GINA","Western Province, Noro Township, Boboe Village",,https://www.solomonstarnews.com/safety-concerns-over-speeding-boats-in-noro/
116,Solomon Islands,"Foreign Affairs, External Trade, Hon, Defence for Australia, Security, Development, Trade, the Solomon Islands International Assistance Force, the Royal Solomon Islands Police Force, the National General Elections, SIAF, the Lata hospital, the Pacific Australia Labour Mobility, PALM","Australia, Solomon Islands, the United Kingdom, the United States, Taro, Seghe, New Zealand, Temotu Province",,https://www.solomonstarnews.com/supervising-foreign-minister-held-a-fruitful-bilateral-meeting-with-australias-deputy-pm/
117,,"National Hosting Authority, the Ministry of Commerce, Industry, Labour & Immigration, the Labour Division, SBD500 to SBD2000, Labor, the Labor Division","Solomon Islands, the Solomon Islands",,https://www.solomonstarnews.com/farewell-event-for-local-employees-of-the-stadium/
118,Western Provincial,"the Bemobile Office, Masters in Business Administration (MBA, the Plastic Wise Group, the Strongim Bisnis, Vilibasia","Philippines, Gizo, Western Province, Honiara",South Guadalcanal,https://www.solomonstarnews.com/student-hopes-to-complete-studies-in-the-philippines/
119,Pacific,"Pacific Family, the Australian High Commission, National Security and Correctional Services, National General Election, the Solomon Islands Election Office, Defence Cooperation Program, the National Referral Hospital, High Dependency Unit, the World Scabies Programme","Australia, Honiara, Solomon Islands, Solomon Islands’",The Solomon Islands,https://www.solomonstarnews.com/marles-praises-australia-solomon-islands-partnership/
120,"Pacific, Solomon Islands","the Solomon Islands Electoral Office, National General Election, the Australian High Commission, the Australian Electoral Commission, the United Nations Development Program","Australia, Solomon Islands",,https://www.solomonstarnews.com/australia-to-support-solomon-islands-elections/
121,,"the Passport Unit, the Immigration Department, The Passport Unit","Australia, New Zealand",,https://www.solomonstarnews.com/blank-e-passport-books-running-out-fast/
122,"Solomon Islands, Pacific island","the Australian High Commission, Defence Cooperation Program, the Primary Charting Authority, the Australian Government, the Forum Fisheries Agency, the Solomon Islands Maritime Authority","Australia, Solomon Islands, Taro, Tulagi, Gizo, Auki, Fiji, Vanuatu, Illegal, the Solomon Islands",,https://www.solomonstarnews.com/australia-announces-maritime-support-for-si/
123,,"A Technical Working Committee, MECDM, the Technical Working Committee, Styrofoam, Instructions for the Regulation, DCGA Governments","Honiara, the Solomon Islands",,https://www.solomonstarnews.com/single-use-plastic-products-to-be-banned-in-solomon-islands/
124,,"MAN, Justice Lawry, Public Solicitor’s Office, Crown, ASSUMPTA BUCHANAN Newsroom",Honiara,,https://www.solomonstarnews.com/dad-jailed-for-sexually-abusing-own-daughter/
125,,"THE Ministry of Health and Medical Services, the Blood Bank Centre, the National Referral Hospital, NRH, Solomon Star, Pacific Crown Hotel, the National Medical Stores, Chinese Medical Team, an Obstetrics and Gynaecology, O&G, the John James Foundation, MHMS Permanent","PRC, Honiara",Blood Supply in Crisis,https://www.solomonstarnews.com/mhms-responds-to-blood-supply-in-crisis-article/
126,"East Malaita, Rennel island","the New Asian Mining Company, MNGFR, The New Asian Mining Company, Solomon Star Auki, the New Asia Mining Company, SAA, WILSON SAENI","Renbel Province, Malaita Province, East Malaita, Auki",,https://www.solomonstarnews.com/more-negative-reactions-to-mineral-prospecting-in-malaita/
127,,"SPEAKER, the National General Elections, the High Court, Parliament, the Independent Group, the National Parliament, Questions 1 & 2, the National Parliament of Solomon Islands, Motions, the National General Elections be, The High Court",Honiara,,https://www.solomonstarnews.com/speaker-pm-and-gg-named-in-constitutional-challenge/
128,Pacific,"Defence, Royal Australia Airforce, External Trade, MCA, Solomons International Assistance Force, SIAF, the Pacific Family, the Royal Solomon Islands Police Force, Guadalcanal, the Australian Government","Australia, Honiara, Solomon Islands, Henderson, Fiji, New Zealand",,https://www.solomonstarnews.com/senator-marles-here/
129,,"Gizo Police, Day Adventist Church, Gizo Police Station, The SDA Church, SDA Area Church Pastor, ACP, ULUTAH GINA","Gizo, Western Province",SUSPECT,https://www.solomonstarnews.com/suspect-arrested-in-gizo-church-break-in-incident/
130,,Auki,"Malaita Province, Honiara",,https://www.solomonstarnews.com/grants-uncertain-as-govt-focuses-on-games/
131,,"the Games Organising Committee, the Pacific Games Logo, GOC","Honiara, Point Cruz",,https://www.solomonstarnews.com/illegal-pacific-games-logo-mascot-merchandise-probe-continues/
132,,"Philip Subu, Health and Medical Services, the Blood Bank Centre, National Referral Hospital, NRH, PS, the Parliamentary Health Committee, Auki",,The Blood Bank at the National Referral Hospital,https://www.solomonstarnews.com/minister-togamana-ps-mcneil-urged-to-resign/
133,the Central Region PEO,"Professional Development Facilitator for Cognition Education, the Ministry of Education and Human Resource Development, Auki",Malaita Province,,https://www.solomonstarnews.com/new-peo-appointed-for-malaitas-central-region/
134,"Pacific Issland, Solomon Islands","RSE, the Ministry of Foreign Affairs, External Trade, Hon, Labour Mobility Programs, the Approved Employers of Australia, Labour Mobility Unit, Pacific workers, the Labour Mobility Unit, the RSE Program, The Ministry of Foreign Affairs, Labour Mobility Strategy","Australia, New Zealand, Solomon Islands, Solomon Islands High Commissioner, the Solomon Islands",,https://www.solomonstarnews.com/solomon-islands-marks-labour-mobility-milestone/
135,Central Islands Province,"the Ministry of Rural Development, MRD, CIP, DCS, the CDF Legislative Reform Drafting Instructions, DI, Parliament, Solomon Islands Constituency Development, SICD, Cabinet, DSC Wane","Tulagi, Central Province",,https://www.solomonstarnews.com/mrd-officials-pay-courtesy-call-on-central-province-premier/
136,Kolombangara island,"the Royal Solomon Island Police Force, Mangau, Poitete Police Post, the Office of Solomon Island Maritime Authority, the Maritime Rescue Coordination Centre, SIBC, the Met Service, OBM, EPIRB, MRCC, the RSIPF National Communication Centre","the Western Province, Choiseul Province",,https://www.solomonstarnews.com/police-rescue-six-drifters-between-kolombangara-choiseul/
137,the Central Islands Province,the Honiara Magistrate Court,"Indonesia, Honiara",,https://www.solomonstarnews.com/bail-varied-forau-to-travel-to-indonesia/
138,,"SIPA, the Solomon Islands Ports Authority, the Ministry of Culture and Tourism, Government Caucus, the Office of the Prime, the Malaita Provincial Government, the Kitano Mendana Hotel, the SIPA Board, the Board","Solomon Islands, Honiara",,https://www.solomonstarnews.com/hes-back/
139,,"MARIJUANA, High School, Kolombangara","the Western Province, North New, Georgia",,https://www.solomonstarnews.com/marijuana-cigarette-smoking-top-suspension-cases/
140,,"THE Honiara City Council, SIBC, HCC, the National Hosting Authority, LACHLAN EDDIE","Honiara, HCC City, China",,https://www.solomonstarnews.com/hcc-awaits-funds-before-building-toilets/
141,,"the Ministry of Lands, Housing and Survey, Makira Ulawa Province, the Provincial Government, Kirakira, Executive, the Land & Titles Act, Namuga, the Provincial Planning and Development Board, the Local Planning Schemes, The Ministry of Lands, the Makira Ulawa Province, the Ministry of Lands and MUPG Executive","Honiara, Kirakira",,https://www.solomonstarnews.com/ministry-of-land-delegation-to-makira-ulawa-province/
142,,"OAG, COVID 19, the National Disaster Management Office, Ministry of Infrastructure Development, the Ministry of Health & Medical Services, Opposition Press",,Audit Report by the Office of the Auditor General,https://www.solomonstarnews.com/wale-welcomes-police-investigation-into-covid-funds/
143,,Guadalcanal Province 39th Second Appointed Day Committee,"Guadalcanal Province, Mamara, Honiara",Fostering Social Harmony & Unity Through Inclusive Economic Participation,https://www.solomonstarnews.com/gp-to-celebrate-second-appointed-day-with-mini-trade-show/
144,Solomon Islands,"the Solomon Islands National Maritime School, the Solomon Islands National University Ranadi Campus Maritime School, The Royal Solomon Islands Police Force, LACHLAN EDDIE","Honiara, East Honiara",,https://www.solomonstarnews.com/international-day-of-seafarers-celebrated-in-honiara-today/
145,,"Exchange of Notes, External Trade, Hon, the Exchange of Notes, Kilu’ufi Hospital, Foreign Affairs, the Japanese Government, the Solomon Islands Government, SIG, MHMS","Japan, Malaita Province, Honiara, Solomon Islands, Malaita province, the Solomon Islands",The Governments of Solomon Islands,https://www.solomonstarnews.com/solomon-islands-and-japan-signs-grant-assistance-for-improvement-of-kiluufi-hospital/
146,,"Mr Mamipitu, Mondo, the Marine School, Solomon Islands National University, Silent World, the Western Provincial Government, the marine institute, SINU","Papapi, Mondo, Ranoggah, Western Province, Gizo",the Maofaita Shipping of Langalanga,https://www.solomonstarnews.com/former-student-hails-tech-school/
147,,"the Instrument of Ratification, the General Assembly, the United Nations, Solomon Islands Ambassador & Permanent Representative, Quarter Treaty Office, the National Disability Development Policy 2022","H.E, Solomon Islands, New York",the Convention on the Rights of Persons with Disabilities on 23rd of September 2008,https://www.solomonstarnews.com/solomon-islands-ratifies-the-convention-on-the-rights-of-persons-with-disabilities/
148,East Malaita,"New Asian Mining, the Malaita Provincial Government, MNGFR, THE Malaita Provincial Government, the New Asian Mining Company, The New Asian Mining Company, the Ministry of Mines, Energy and Rural Electrification, SAA, New Asia Mining Co. Ltd, Malaita Alliance for Rural Advancement, the New Asia Mining Company, WILSON SAENI","East Malaita, Malaita Province, Filia, Auki","the Malaita Provincial Treasurer, Francis Irofimae, Malaita New Government for Fundamental Redirection, the Provincial Treasurer, Mr Irofimae",https://www.solomonstarnews.com/saa-process-hijacked/
