,LOC,ORG,GPE,WORK_OF_ART,url
166,"the Pacific Region, Solomon Islands",the Pacific Island Countries Trade Agreement,"the Solomon Islands, Fiji",,https://www.solomontimes.com/news/solomons-import-duties-too-low-says-local-economist/325
167,,"the Guadalcanal Provincial Assembly, Police, the Solomon Islands Police Force, Guadalcanal Solomon Islands Government Truth and Reconciliation Taskforce, the Police Force, Patrol, Close Protection Unit and Patrol Boats",,,https://www.solomontimes.com/news/no-to-rearmament-says-guadalcanal-mpa/323
168,"the Panatina Oval, Luapel","Luapel, Avaiki",Keli,,https://www.solomontimes.com/news/rugby-avaiki-defeats-luapel-17--5/318
169,Pacific Islands,"The Solomon Islands Government, SIG, the Pacific Islands Forum, the Task Force, The Pacific Islands Forum",Solomon Islands,,https://www.solomontimes.com/news/ramsi-review-will-pave-the-way-forward-says-oti/313
170,Pacific,"an International Tennis Federation (ITF, West Pacific Tournament, SPG","New Caledonia, Suva, Fiji, Samoa, Australia, New Zealand",,https://www.solomontimes.com/news/solomon-islander-gets-a-shot-at-itf-ranking/311
171,,the Central Bank,,,https://www.solomontimes.com/news/sbd10-million-allocated-for-small-business-scheme/315
172,Western,,"Point Cruz, Honiara, the Solomon Islands, Japan",,https://www.solomontimes.com/news/japanese-volunteers-assist-in-tsunami-relief/316
173,,"Oceania Football Confederation, OFC, FIFA, Vector, O-League, Naka","Auckland, Copacabana",'The Bilikiki Boys' - take,https://www.solomontimes.com/news/ofc-confirms-beach-soccer-venue/319
174,,the Regional Assistance Mission,"Solomon Islands, the Solomon Islands",,https://www.solomontimes.com/news/solomons-benefiting-from-ramsis-work-exell/314
175,,"ANZ, the National Bank of Solomon Islands, Central Bank",the Solomon Islands,,https://www.solomontimes.com/news/cbsi-unveils-small-business-finance-scheme/307
176,,"the Solomon Islands Broadcasting Corporation, the Close Protection Unit",,,https://www.solomontimes.com/news/khan-puts-aside-usd26-million-to-purchase-arms/320
177,Priest,"Kukum, the National Referral Hospital, Church",,,https://www.solomontimes.com/news/police-investigates-stabbing-incident/322
178,,"Police, the High Court, Ranjit, AG, the Judiciary Legal Services Commission, Sogavare, the Acting AG's, Moti as AG",,,https://www.solomontimes.com/news/raid-on-solicitor-generals-office-may-relate-to-moti/321
179,Solomon Islands,"Government, Sogavare, Parliament, Amendments, the Pacific Forum, RAMSI, the Forum and RAMSI.The Pacific Forum Consultative Group, ECM, SIG, RAMSI.The Forum, the Australian Government","the Solomon Islands, Australia, Honiara, Nadi",,https://www.solomontimes.com/news/ramsi-in-or-out/312
180,,"the National Council of Women, States International Women of Courage Award, the Guadalcanal Council of Women, the Peace and Reconciliation Committee for Guadalcanal, the Peace Monitoring Council, U.S. Embassy, the University of the South Pacific's","US, U.S., the United States",Lecture Theatre,https://www.solomontimes.com/news/us-secretary-of-state-recognizes-solomon-islander/310
181,,"The World International Volleyball, School Symposium, SIVBF, The FIVB International Volleyball, Maitaki, the FIVB Charter, Volleyball Cooperation Programme, VCP, Solomon Islands Volleyball, Federation, The Solomon Islands Volleyball Federation, Ministryof Home, National Sports Council, NSC, National OlympicCommittee",Canada,,https://www.solomontimes.com/news/sivbf-president-attends-international-symposium/317
182,the Panatina Oval,"HRUA League, Hammer Heads, Luapel",Honiara,,https://www.solomontimes.com/news/hrua-league-match-recap/300
183,"the Auluta Basin Palm Oil Project, the Malaita Oil Palm project","National Government Officials, East Fataleka Resource Owners Association, the High Council of Chiefs and Central Trust Board, the Grand Coalition Government, Sogavare",Tribal,,https://www.solomontimes.com/news/auluta-basin-delegation-complete-talks-with-government/304
184,Solomon Islands,"the Regional Assistance Mission, the Solomon Islands Government","Solomon Island, Solomon Islands",,https://www.solomontimes.com/news/ramsi-review-must-be-free-and-fair-sir-nathaniel/299
185,,Lokopio,Western Province,,https://www.solomontimes.com/news/premier-for-western-province-disappointed/302
186,,Police Media Unit,,,https://www.solomontimes.com/news/police-investigates-bribery-scandal/296
187,Pacific,"MEL, Government Agencies, SIMMEC/MEL, CITES, UN",,"Dolphin Hunting Tradition of the Solomon Islands, SBD, The Solomons own Wildlife Protection Act",https://www.solomontimes.com/news/chris-porter-speaks-out-on-dolphin-issue/305
188,,SPG,"Apia, Samoa",,https://www.solomontimes.com/news/coach-andrioli-wants-soccer-gold/297
189,Solomon Islands,,Taiwan,,https://www.solomontimes.com/news/taiwanese-trade-fair-opens/306
190,,"the Environmental Concerns Action Network, ECANSI, Soltai, Sogavare",Solomon Islands,,https://www.solomontimes.com/news/ecansi-oppose-export-of-dolphins/294
191,,"a State Management and Transitional Unit, Lokopio, the Constitutional Congress, the State Government System, National Constitutional Congress, NCC","Western Province, Solomon Islands, the Western Province",,https://www.solomontimes.com/news/western-province-prepares-for-federalism/293
192,"Oceania, Solomon Islands",Bilikiki,"New Zealand, Kossa, Brazil",,https://www.solomontimes.com/news/bilikiki-soccer-soon-to-kick-up-sand-in-nz/295
193,Northeast,"Choiseul Oil Palm Project, Agriculture, the Choiseul Oil Palm Project, the Government Budget",Choiseul Province,,https://www.solomontimes.com/news/choiseul-palm-oil-project-begins-ground-work/303
194,,"the Integrated Framework, The Trade Integrated Framework, the World Trade Organization",,,https://www.solomontimes.com/news/solomon-islands-must-improve-global-trade-oti/298
195,,"the DJ league 2006, Solomon Islands National Club Championship, SPG, Commins Menapi, DJ League, Junior Flamingo, Hana FC, Rangers FC","Solomon Islands, Las United, Flamingo",,https://www.solomontimes.com/news/tinoni-ratu-wins-golden-boot/301
196,"Solomon Islands, Pacific Islands","Sogavare, the Regional Assistance Mission",the Solomon Islands,,https://www.solomontimes.com/news/sogavare-acknowledges-ramsis-work/287
197,,"The National Provident Fund, NPF, SIBC, Our Telekom's",,,https://www.solomontimes.com/news/our-telekom-registers-sbd33-million-profit/284
198,,"Fono, the Opposition Bench",New Zealand,,https://www.solomontimes.com/news/bribery-mystery-minister-identified/280
199,,,,,https://www.solomontimes.com/news/governor-general-highlights-climate-change/285
200,Pacific Islands Forum,"Cabinet, RAMSI",Solomon Islands,,https://www.solomontimes.com/news/forum-should-help-in-direction-of-ramsi-dr-roughan/292
201,,"Genera'ls, Sogavare, AG, the Acting AG, DPP",Australia,,https://www.solomontimes.com/news/acting-ag-extends-contract/279
202,,"The Native Stone Age, Fataleka Students Association, the Students' Association, Siau",Honiara,,https://www.solomontimes.com/news/native-stone-age-live-on-stage/291
203,,"Club Championship, HFA DJ League, FIFA",Honiara,,https://www.solomontimes.com/news/makuru-seek-courts-ruling-on-its-eligibility/290
204,,"The Pacific Islands Forum Task, the Regional Assistance Mission, SIBC, the Honiara City Council, the Forum Political Issues Advisor, the Pacific Islands Forum, the Solomon Islands Government",Solomon Islands,,https://www.solomontimes.com/news/forum-review-team-move-to-phase-two/283
205,Solomon Islands,"Sogavare, the Humane Society International","Solomon Islands, the United States, US",,https://www.solomontimes.com/news/pm-asks-for-more-evidence-on-dolphin-issue/288
206,,"the Pacific Islands Forum Leaders, Sogavare","Forum, Solomon Islands, Fiji, New Zealand, Kaliopate Tavola",,https://www.solomontimes.com/news/stick-to-sigs-six-point-initiative-sogavare/286
207,,"OBE, MBE, Obed Alemaena, the Police Force",the British Empire,the Order of the British Empire Civil Division,https://www.solomontimes.com/news/queens-birthday-honors/289
208,,"Police, Sogavare, Opposition",New Zealand,,https://www.solomontimes.com/news/investigations-underway-for-alleged-bribery/281
209,,Queen's,,,https://www.solomontimes.com/news/solomon-islanders-celebrate-queens-81st-birthday/282
210,,"Solomon Airlines, Development Planning","Brisbane, Honiara",,https://www.solomontimes.com/news/solomon-airlines-offloads-increase-normal-sigamanu/272
211,,"PNG, ZFM Classics, CHM","Honiara, Saeni, Waterfront",ZFM Classics,https://www.solomontimes.com/news/hausboi-to-feature-in-zfm-classics-celebrations/271
212,,"Radio Australia, the Parliamentary Entitlements Committee, Commission, the media association",,,https://www.solomontimes.com/news/parliamentary-secretaries-are-established-legally-pm/265
213,,Capital,Honiara,The Government's Bottom-up approach policy,https://www.solomontimes.com/news/urban-drift-becoming-a-serious-concern/267
214,,"Hotels, the King Solomon Hotel, Motels, Honiara Hotel","Honiara, Fiji",,https://www.solomontimes.com/news/hotels-experience-100-percent-occupancy-rates/266
215,,"the Solomon Islands Visitors Bureau, the Department of Tourism, SIVB, Central bank, the International Visitors Survey, Stollzsnow Research, Tourism Council of the South Pacific, the South Pacific Tourism Organization","Solomon Islands, Honiara",,https://www.solomontimes.com/news/statistics-vital-for-tourism-industry-tokuru/274
216,,"Mr Fono, Mr Sogavare for Police","New Zealand, Honiara",,https://www.solomontimes.com/news/it-was-not-a-bribe-says-fono/273
217,Solomon Islands,Locally,"the Solomon Islands, Fiji, Solomon Islands', growth""",,https://www.solomontimes.com/news/foreign-investments-surge-by-seven-fold/270
218,,"The Solomon Islands Police Force, the Acting Police, RAMSI","Rove, Honiara, Fiji",,https://www.solomontimes.com/news/commissioner-khan-welcomed-with-parade/278
219,the Panatina Oval,"Luapel, Hammers, Airlines",,,https://www.solomontimes.com/news/hrua-weekend-rugby/268
220,,"Civil Society Groups, the Civil Society Group, Radio New Zealand, National Council of Women and Transparency","Solomon Islands, Fiji",,https://www.solomontimes.com/news/civil-society-group-to-meet-pm/276
221,,Arasina,"Arasina, Dazzer, Solomon Islands, Australia",,https://www.solomontimes.com/news/weekend-basketball-mt-dazzer-conceded-defeat/269
222,,"the Draft Federal Constitution, Sogavare, the Constitutional Congress, the Constitutional Reform Unit, congress, SI",Solomon Islands,,https://www.solomontimes.com/news/sogavare-launches-constitutional-congress/277
223,"Solomon Islands, Pacific Islands Forum","the Solomon Islands Government, the Regional Assistance Mission, the Pacific Islands Forum, SIG/RAMSI/Forum Enhanced Consultative Mechanism, Forum Leaders, the Solomon Islands Government Special Envoy to RAMSI and, Forum Permanent Representative, Chair of the Forum, Cabinet","Honiara, Nadi, Solomon Islands, New Guinea, Samoa, the Cook Islands, Tonga",,https://www.solomontimes.com/news/second-consultation-meeting-for-sig-ramsi-and-forum/275
224,,"the Parliamentary Bills and Legislation Committee, Sogavare, the Bills and Legislation Committee, Treasury",Fiji,,https://www.solomontimes.com/news/huniehu-challenges-government-appointments-in-court/258
225,Solomon Islands,"the ""Dolphin Safe"", the Solomon Times News, the Humane Society International, Captive Dolphin Awareness Foundation, the Marine Connection","the Solomon Islands, US, Bethany, Oklahoma USA, UK, Spain",,https://www.solomontimes.com/news/dolphin-capture-sparks-international-outrage/259
226,,"Executive, the Honiara Town Council's","Solomon Islands, Kenya, Karanja",,https://www.solomontimes.com/news/free-public-seminar-on-corruption/257
227,,the Arizona University,"Honiara, Australia, Fiji",,https://www.solomontimes.com/news/coach-burns-cancels-game-two-against-honiara-selects/254
228,,the Solomon Islands Police Force,"the Solomon Islands, The Solomon Islands, Fiji",,https://www.solomontimes.com/news/khan-vows-to-tackle-corruption-within-police/262
229,Central Islands,SIBC,,,https://www.solomontimes.com/news/premier-of-central-province-resigns/253
230,,"the Public Service Commission, PSC, AG, Sogavare, PM, the PSC commission",,,https://www.solomontimes.com/news/psc-to-face-tribunal-over-moti-saga/260
231,,"the Ministry of Youth, Women and Children, a Youth Parliament, the 'Youth Parliament', Research, Youths, the Ministry of Youth, Women and Children Conference Room",,,https://www.solomontimes.com/news/youth-parliament-proposed-for-solomon-islands/263
232,Kwaso,"the National Independence Committee, SIBC, Provincial, Auki","Malaita Province, Auki, Malaita province, Honiara",,https://www.solomontimes.com/news/auki-ready-to-host-celebrations-says-malaita-premier/261
233,Solomon Islands,"the Prime Minister's Office, Sogavare",Taiwan,,https://www.solomontimes.com/news/taiwan-assists-cattle-industry-with-sbd23-million/251
234,,"Home Affairs, Commission, the Electoral Commission, Alasia",,Malaita Constituencies,https://www.solomontimes.com/news/electoral-commission-plans-for-byeelection/264
235,,EU,,SBD,https://www.solomontimes.com/news/dolphin-trade-may-hurt-economy-says-makili/252
236,,"Opposition, Sogavare",,,https://www.solomontimes.com/news/sbd50000-bribe-offered-to-government-minister/255
237,,Solomon,,,https://www.solomontimes.com/news/land-tenure-system-may-undermine-bup-sir-allan/256
238,,"Civil Society, Sogavare, Prime Ministers, Moti",,,https://www.solomontimes.com/news/sogavare-willing-to-meet-civil-society-group/249
239,,Credit Corporation,"Honiara, Guadalcanal",,https://www.solomontimes.com/news/cc-starts-lending-to-vehicle-buyers-by-18-june/244
240,,"DJ League, Impact Sports Marketing, SDA",,,https://www.solomontimes.com/news/hfa-dj-league-2006-presentation-night/245
